folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,14.0,20120928102653421@DVR-1_Ch2.mpg,13.657,20120928102651593@DVR-1_Ch3.mpg,15.485,20120928102707078,F,28/09/2012,10:27:07,Field Joint,123.14299999999999,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,107.72,20120928102653421@DVR-1_Ch2.mpg,107.377,20120928102651593@DVR-1_Ch3.mpg,109.205,20120928102840798,F,28/09/2012,10:28:40,Field Joint,123.10600000000001,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,135.32,20120928102653421@DVR-1_Ch2.mpg,134.977,20120928102651593@DVR-1_Ch3.mpg,136.805,20120928102908398,F,28/09/2012,10:29:08,Field Joint,123.094,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,166.334,20120928102653421@DVR-1_Ch2.mpg,165.991,20120928102651593@DVR-1_Ch3.mpg,167.819,20120928102939412,F,28/09/2012,10:29:39,Field Joint,123.081,FJ,-,-,Field joint wrap missing from joint. No other damage observed.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,194.734,20120928102653421@DVR-1_Ch2.mpg,194.391,20120928102651593@DVR-1_Ch3.mpg,196.219,20120928103007812,F,28/09/2012,10:30:07,Field Joint,123.069,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,249.974,20120928102653421@DVR-1_Ch2.mpg,249.631,20120928102651593@DVR-1_Ch3.mpg,251.459,20120928103103052,F,28/09/2012,10:31:03,Field Joint,123.045,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,665.689,20120928102653421@DVR-1_Ch2.mpg,665.346,20120928102651593@DVR-1_Ch3.mpg,667.174,20120928103758767,F,28/09/2012,10:37:58,Field Joint,122.87100000000001,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,835.406,20120928102653421@DVR-1_Ch2.mpg,835.063,20120928102651593@DVR-1_Ch3.mpg,836.891,20120928104048484,F,28/09/2012,10:40:48,Field Joint,122.79799999999999,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,1024.186,20120928102653421@DVR-1_Ch2.mpg,1023.843,20120928102651593@DVR-1_Ch3.mpg,1025.671,20120928104357264,F,28/09/2012,10:43:57,Field Joint,122.72,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120928102651593,20120928102653078@DVR-1_Ch1.mpg,1063.718,20120928102653421@DVR-1_Ch2.mpg,1063.375,20120928102651593@DVR-1_Ch3.mpg,1065.203,20120928104436796,F,28/09/2012,10:44:36,Exposure Start,122.705,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
