folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,239.706,20120925091744515@DVR-1_Ch2.mpg,239.581,20120925091744062@DVR-1_Ch3.mpg,240.034,20120925092144096,F,25/09/2012,09:21:44,Exposure Start,188.387,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,418.079,20120925091744515@DVR-1_Ch2.mpg,417.954,20120925091744062@DVR-1_Ch3.mpg,418.407,20120925092442469,F,25/09/2012,09:24:42,Field Joint Damage,188.44,FJD,-,-,Loose wrapping on field joint,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,423.266,20120925091744515@DVR-1_Ch2.mpg,423.141,20120925091744062@DVR-1_Ch3.mpg,423.594,20120925092447656,F,25/09/2012,09:24:47,Debris,188.442,DB,-,-,Soft line close  to pipeline.Unknown length.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,589.222,20120925091744515@DVR-1_Ch2.mpg,589.097,20120925091744062@DVR-1_Ch3.mpg,589.55,20120925092733612,F,25/09/2012,09:27:33,Exposure End,188.505,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,852.953,20120925091744515@DVR-1_Ch2.mpg,852.828,20120925091744062@DVR-1_Ch3.mpg,853.281,20120925093157343,F,25/09/2012,09:31:57,Rock Dump Start,188.608,RKS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1163.535,20120925091744515@DVR-1_Ch2.mpg,1163.41,20120925091744062@DVR-1_Ch3.mpg,1163.863,20120925093707925,F,25/09/2012,09:37:07,Exposure Start,188.737,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1220.106,20120925091744515@DVR-1_Ch2.mpg,1219.981,20120925091744062@DVR-1_Ch3.mpg,1220.434,20120925093804496,F,25/09/2012,09:38:04,Exposure End,188.752,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1326.358,20120925091744515@DVR-1_Ch2.mpg,1326.233,20120925091744062@DVR-1_Ch3.mpg,1326.686,20120925093950748,F,25/09/2012,09:39:50,Exposure Start,188.782,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1380.479,20120925091744515@DVR-1_Ch2.mpg,1380.354,20120925091744062@DVR-1_Ch3.mpg,1380.807,20120925094044869,F,25/09/2012,09:40:44,Exposure End,188.797,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1685.255,20120925091744515@DVR-1_Ch2.mpg,1685.13,20120925091744062@DVR-1_Ch3.mpg,1685.583,20120925094549645,F,25/09/2012,09:45:49,Exposure Start,188.882,EXS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1692.688,20120925091744515@DVR-1_Ch2.mpg,1692.563,20120925091744062@DVR-1_Ch3.mpg,1693.016,20120925094557078,F,25/09/2012,09:45:57,Rock Dump End,188.885,RKE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1737.677,20120925091744515@DVR-1_Ch2.mpg,1737.552,20120925091744062@DVR-1_Ch3.mpg,1738.005,20120925094642067,F,25/09/2012,09:46:42,Exposure End,188.903,EXE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925091744062,20120925091744390@DVR-1_Ch1.mpg,1748.25,20120925091744515@DVR-1_Ch2.mpg,1748.125,20120925091744062@DVR-1_Ch3.mpg,1748.578,20120925094652640,F,25/09/2012,09:46:52,Rock Dump Start,188.905,RKS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,10.202,20120925104748391@DVR-1_Ch2.mpg,9.561,20120925104749453@DVR-1_Ch3.mpg,8.499,20120925104757952,F,25/09/2012,10:47:57,Field Joint,189.523,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,62.719,20120925104748391@DVR-1_Ch2.mpg,62.078,20120925104749453@DVR-1_Ch3.mpg,61.016,20120925104850469,F,25/09/2012,10:48:50,Field Joint,189.53400000000002,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,130.921,20120925104748391@DVR-1_Ch2.mpg,130.28,20120925104749453@DVR-1_Ch3.mpg,129.218,20120925104958671,F,25/09/2012,10:49:58,Field Joint,189.549,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,154.479,20120925104748391@DVR-1_Ch2.mpg,153.838,20120925104749453@DVR-1_Ch3.mpg,152.776,20120925105022229,F,25/09/2012,10:50:22,Anode,189.553,AN,-,-,Anode observed  partially buried. Sediment  and marine growth obscuring close observation.,Bracelet,Active,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,310.319,20120925104748391@DVR-1_Ch2.mpg,309.678,20120925104749453@DVR-1_Ch3.mpg,308.616,20120925105258069,F,25/09/2012,10:52:58,Field Joint,189.585,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,369.199,20120925104748391@DVR-1_Ch2.mpg,368.558,20120925104749453@DVR-1_Ch3.mpg,367.496,20120925105356949,F,25/09/2012,10:53:56,Field Joint,189.597,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,432.953,20120925104748391@DVR-1_Ch2.mpg,432.312,20120925104749453@DVR-1_Ch3.mpg,431.25,20120925105500703,F,25/09/2012,10:55:00,Field Joint,189.61,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,484.998,20120925104748391@DVR-1_Ch2.mpg,484.357,20120925104749453@DVR-1_Ch3.mpg,483.295,20120925105552748,F,25/09/2012,10:55:52,Field Joint,189.62099999999998,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925104747750,20120925104747750@DVR-1_Ch1.mpg,525.719,20120925104748391@DVR-1_Ch2.mpg,525.078,20120925104749453@DVR-1_Ch3.mpg,524.016,20120925105633469,F,25/09/2012,10:56:33,Debris,189.62900000000002,DB,-,-,Soft line debris coming off pipeline down to seabed.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925111731141,20120925111731469@DVR-1_Ch1.mpg,3.832,20120925111731609@DVR-1_Ch2.mpg,3.692,20120925111731141@DVR-1_Ch3.mpg,4.16,20120925111735301,F,25/09/2012,11:17:35,Field Joint,189.649,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925111731141,20120925111731469@DVR-1_Ch1.mpg,44.592,20120925111731609@DVR-1_Ch2.mpg,44.452,20120925111731141@DVR-1_Ch3.mpg,44.92,20120925111816061,F,25/09/2012,11:18:16,Field Joint,189.65900000000002,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925111731141,20120925111731469@DVR-1_Ch1.mpg,210.11,20120925111731609@DVR-1_Ch2.mpg,209.97,20120925111731141@DVR-1_Ch3.mpg,210.438,20120925112101579,F,25/09/2012,11:21:01,Field Joint,189.696,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20120925111731141,20120925111731469@DVR-1_Ch1.mpg,264.248,20120925111731609@DVR-1_Ch2.mpg,264.108,20120925111731141@DVR-1_Ch3.mpg,264.576,20120925112155717,F,25/09/2012,11:21:55,Field Joint,189.709,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
