folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,4.762,20121004120557328@DVR-1_Ch2.mpg,4.48,20121004120556968@DVR-1_Ch3.mpg,4.84,20121004120601808,F,04/10/2012,12:06:01,Field Joint,77.96600000000001,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,46.642,20121004120557328@DVR-1_Ch2.mpg,46.36,20121004120556968@DVR-1_Ch3.mpg,46.72,20121004120643688,F,04/10/2012,12:06:43,Field Joint,77.959,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,88.72,20121004120557328@DVR-1_Ch2.mpg,88.438,20121004120556968@DVR-1_Ch3.mpg,88.798,20121004120725766,F,04/10/2012,12:07:25,Field Joint,77.947,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,133.001,20121004120557328@DVR-1_Ch2.mpg,132.719,20121004120556968@DVR-1_Ch3.mpg,133.079,20121004120810047,F,04/10/2012,12:08:10,Field Joint,77.933,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,166.318,20121004120557328@DVR-1_Ch2.mpg,166.036,20121004120556968@DVR-1_Ch3.mpg,166.396,20121004120843364,F,04/10/2012,12:08:43,Anode,77.926,AN,-,-,Anode in Good condition.,Bracelet,Active,0,Light,Light,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,220.158,20121004120557328@DVR-1_Ch2.mpg,219.876,20121004120556968@DVR-1_Ch3.mpg,220.236,20121004120937204,F,04/10/2012,12:09:37,Field Joint,77.91,FJ,-,-,Field joint intact. Wrap beginning to break up.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,261.813,20121004120557328@DVR-1_Ch2.mpg,261.531,20121004120556968@DVR-1_Ch3.mpg,261.891,20121004121018859,F,04/10/2012,12:10:18,Field Joint,77.89699999999999,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,295.093,20121004120557328@DVR-1_Ch2.mpg,294.811,20121004120556968@DVR-1_Ch3.mpg,295.171,20121004121052139,F,04/10/2012,12:10:52,Field Joint,77.88600000000001,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,332.351,20121004120557328@DVR-1_Ch2.mpg,332.069,20121004120556968@DVR-1_Ch3.mpg,332.429,20121004121129397,F,04/10/2012,12:11:29,Field Joint,77.874,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,371.38,20121004120557328@DVR-1_Ch2.mpg,371.098,20121004120556968@DVR-1_Ch3.mpg,371.458,20121004121208426,F,04/10/2012,12:12:08,Field Joint,77.861,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,411.02,20121004120557328@DVR-1_Ch2.mpg,410.738,20121004120556968@DVR-1_Ch3.mpg,411.098,20121004121248066,F,04/10/2012,12:12:48,Field Joint,77.848,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,431.214,20121004120557328@DVR-1_Ch2.mpg,430.932,20121004120556968@DVR-1_Ch3.mpg,431.292,20121004121308260,F,04/10/2012,12:13:08,Anode,77.842,AN,-,-,Anode in Good condition.,Bracelet,Active,0,Light,Light,Light,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004120556968,20121004120557046@DVR-1_Ch1.mpg,451.095,20121004120557328@DVR-1_Ch2.mpg,450.813,20121004120556968@DVR-1_Ch3.mpg,451.173,20121004121328141,F,04/10/2012,12:13:28,Field Joint,77.836,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
