folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,VWIsAuto,Date,Time,Description,KP,Observation Code,Photo Ref - From,Photo Ref - To,Comment,Anode Type,Activity,Current Intensity,Anode Wear,Marine Growth Coverage,Severity Code,Status,Status [BK FT SM],Status [GB SB],Status [RK],Status [RR],Length,Breadth,Height - Acoustic,Height - Visual,Distance to Pipe,Position,CP Location,CP Reading,Location,Location [DP],Location [DB],Crossing Type,Orientation,Event Code [DB],Event Code [FT],Size,Size [DB],Type [MO],Sediment Coverage
DATA_20121005091104735,20121005091106032@DVR-1_Ch1.mpg,930.34,20121005091106344@DVR-1_Ch2.mpg,930.028,20121005091104735@DVR-1_Ch3.mpg,931.637,20121005092636372,F,05/10/2012,09:26:36,Suspension Start,96.044,SUS,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121005091104735,20121005091106032@DVR-1_Ch1.mpg,1018.899,20121005091106344@DVR-1_Ch2.mpg,1018.587,20121005091104735@DVR-1_Ch3.mpg,1020.196,20121005092804931,F,05/10/2012,09:28:04,Anode,96.04700000000001,AN,,,,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121005091104735,20121005091106032@DVR-1_Ch1.mpg,1389.142,20121005091106344@DVR-1_Ch2.mpg,1388.83,20121005091104735@DVR-1_Ch3.mpg,1390.439,20121005093415174,F,05/10/2012,09:34:15,Suspension End,96.04899999999999,SUE,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.02,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,9.43,20121004184832672@DVR-1_Ch2.mpg,8.695,20121004184833281@DVR-1_Ch3.mpg,8.086,20121004184841367,F,04/10/2012,18:48:41,Field Joint,83.068,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,47.271,20121004184832672@DVR-1_Ch2.mpg,46.536,20121004184833281@DVR-1_Ch3.mpg,45.927,20121004184919208,F,04/10/2012,18:49:19,Field Joint,83.081,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,69.944,20121004184832672@DVR-1_Ch2.mpg,69.209,20121004184833281@DVR-1_Ch3.mpg,68.6,20121004184941881,F,04/10/2012,18:49:41,Anode,83.088,AN,-,-,Anode in Good condition.,Bracelet,Active,0,Light,Light,Light,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,86.015,20121004184832672@DVR-1_Ch2.mpg,85.28,20121004184833281@DVR-1_Ch3.mpg,84.671,20121004184957952,F,04/10/2012,18:49:57,Field Joint,83.09299999999999,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,120.74,20121004184832672@DVR-1_Ch2.mpg,120.005,20121004184833281@DVR-1_Ch3.mpg,119.396,20121004185032677,F,04/10/2012,18:50:32,Field Joint,83.10600000000001,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,194.745,20121004184832672@DVR-1_Ch2.mpg,194.01,20121004184833281@DVR-1_Ch3.mpg,193.401,20121004185146682,F,04/10/2012,18:51:46,Field Joint,83.131,FJ,-,-,Field joint intact. Wrap beginning to loosen.,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,266.433,20121004184832672@DVR-1_Ch2.mpg,265.698,20121004184833281@DVR-1_Ch3.mpg,265.089,20121004185258370,F,04/10/2012,18:52:58,Field Joint,83.155,FJ,-,-,-,Not Recorded,Not Recorded,0,Not Recorded,Not Recorded,None,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
DATA_20121004184831937,20121004184831937@DVR-1_Ch1.mpg,290.673,20121004184832672@DVR-1_Ch2.mpg,289.938,20121004184833281@DVR-1_Ch3.mpg,289.329,20121004185322610,F,04/10/2012,18:53:22,Anode,83.163,AN,-,-,Anode in Good condition.,Bracelet,Active,0,Light,Light,Light,Not Recorded,Not Recorded,Not Recorded,Not Recorded,Not Recorded,0.0,0.0,0.0,0.0,0.0,Not Recorded,Not Recorded,0,Unseen,Unseen,Unseen,Not Recorded,0.0,DB0,FT0,0.0,None,No Record,Not Recorded
